# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.5.3
#@/tick	1248
#@/user_id	662924db-9313-4d87-817a-45375dfe3f1f
wang yi 	網易	c=1 d=1 t=416
wang you 	網友	c=2 d=0.482754 t=1248
wang zhan 	網站	c=1 d=0.752014 t=1248
wei 	微	c=4 d=0.550548 t=1248
wei 	未	c=2 d=1.22878 t=738
wei 	爲	c=3 d=1.45537 t=1247
wei da 	偉大	c=0 d=0.1 t=738
wei da de 	偉大的	c=1 d=1 t=739
wei le 	爲了	c=3 d=2.22063 t=1044
wei sha 	爲啥	c=1 d=0.594109 t=703
wei sha yao qu 	爲啥要去	c=1 d=1 t=704
wei xin 	微信	c=18 d=3.21098 t=1248
wei zhuang 	僞裝	c=2 d=0.350165 t=1248
wen 	文	c=1 d=1 t=1116
wen jian 	文件	c=2 d=0.461024 t=1248
wen ti 	問題	c=2 d=0.236928 t=1248
wen zi 	文字	c=1 d=1 t=558
wo 	我	c=18 d=2.29731 t=1248
wo ai 	我愛	c=1 d=1 t=1075
wo ba 	我把	c=2 d=1.02171 t=1183
wo bing bu 	我並不	c=1 d=0.375311 t=1248
wo bu 	我不	c=0 d=0.1 t=1045
wo bu hui 	我不會	c=2 d=1.97531 t=802
wo bu shi 	我不是	c=0 d=0.1 t=789
wo bu shi hen xi huan 	我不是很喜歡	c=1 d=1 t=790
wo bu xi huan 	我不喜歡	c=1 d=1 t=1046
wo chi fan 	我吃飯	c=1 d=0.594521 t=1248
wo de 	我的	c=4 d=0.97531 t=1248
wo he 	我和	c=1 d=1 t=487
wo hui 	我會	c=1 d=1 t=808
wo ji de 	我記得	c=1 d=1 t=1182
wo jian yi 	我建議	c=1 d=1 t=606
wo jin liang 	我儘量	c=3 d=2.83705 t=631
wo jiu 	我就	c=2 d=1.02436 t=1204
wo kao 	我靠	c=2 d=0.982443 t=1248
wo ke yi 	我可以	c=1 d=1 t=854
wo lan de 	我懶得	c=1 d=1 t=1190
wo mei zuo 	我沒做	c=1 d=1 t=867
wo men 	我們	c=1 d=0.973716 t=940
wo shang ci 	我上次	c=1 d=1 t=494
wo shi 	我是	c=1 d=0.535261 t=1248
wo shi ge 	我是個	c=1 d=1 t=1188
wo xing fen 	我興奮	c=1 d=1 t=825
wo yao 	我要	c=1 d=1 t=471
wo ye 	我也	c=0 d=0.1 t=806
wo ye mei shuo 	我也沒說	c=1 d=1 t=807
wo ye shi 	我也是	c=1 d=1 t=436
wo you 	我又	c=1 d=1 t=846
wo zai 	我在	c=1 d=1 t=1112
wo zhe shi 	我這是	c=1 d=1 t=683
wo zhi 	我只	c=0 d=0.1 t=508
wo zhi fu ze 	我只負責	c=1 d=1 t=509
wo zi ji 	我自己	c=1 d=1 t=401
wo zuo de 	我做的	c=1 d=1 t=900
wu 	無	c=1 d=0.477114 t=1248
wu fa 	無法	c=0 d=0.0463013 t=1248
wu fa yong 	無法用	c=1 d=0.465334 t=1248
wu han dui 	武漢隊	c=1 d=0.715338 t=1248
xi 	吸	c=1 d=1 t=967
xi 	希	c=1 d=1 t=968
xi 	西	c=1 d=1 t=966
xi huan 	喜歡	c=0 d=0.1 t=1045
xi tong 	系統	c=2 d=0.741967 t=1248
xia 	下	c=1 d=0.658213 t=1248
xia ba 	下巴	c=1 d=1 t=763
xia wan 	下完	c=1 d=0.585669 t=1248
xia zai 	下載	c=2 d=0.492418 t=1248
xian 	先	c=1 d=1 t=608
xian fa 	先發	c=1 d=1 t=623
xian lu 	線路	c=2 d=1.74082 t=1197
xian shen 	現身	c=1 d=1 t=741
xian xia 	線下	c=1 d=0.247833 t=1248
xian yu 	鹹魚	c=1 d=0.690734 t=1248
xian zai 	現在	c=1 d=0.891366 t=1248
xian zhe 	賢哲	c=1 d=1 t=699
xiang 	像	c=2 d=1.08168 t=1034
xiang 	向	c=1 d=1 t=478
xiang 	想	c=1 d=1 t=849
xiang 	香	c=1 d=1 t=1174
xiang ji 	相機	c=1 d=1 t=1102
xiang jin ban fa 	想盡辦法	c=1 d=1 t=994
xiang kan 	想看	c=1 d=1 t=1130
xiao 	小	c=1 d=0.650509 t=1248
xiao 	笑	c=1 d=1 t=1117
xiao fei 	消費	c=1 d=1 t=856
xiao guo 	效果	c=1 d=1 t=1003
xiao hei 	小黑	c=1 d=0.852144 t=1248
xiao lv 	效率	c=1 d=1 t=428
xiao mi 	小米	c=1 d=1 t=1110
xiao zhang 	校長	c=1 d=1 t=1025
xie 	些	c=2 d=1.69768 t=757
xie 	寫	c=4 d=0.537944 t=1248
xie dao 	寫到	c=2 d=1.99005 t=497
xie xie 	謝謝	c=3 d=1.51472 t=1248
xie zuo ye 	寫作業	c=1 d=1 t=588
xing 	行	c=3 d=0.285076 t=1248
xing ba 	行吧	c=3 d=1.08235 t=1187
xing fen 	興奮	c=2 d=2.02984 t=839
xiong di 	兄弟	c=1 d=1 t=775
xiong di men 	兄弟們	c=1 d=0.67368 t=1248
xu yao 	需要	c=1 d=1 t=411
xuan zhuan 	旋轉	c=1 d=1 t=765
xue 	學	c=1 d=1 t=1114
xue ji ka 	學籍卡	c=1 d=0.66034 t=1248
xue sheng 	學生	c=1 d=0.336216 t=1248
xun lian 	訓練	c=1 d=1 t=916
yan jiu 	研究	c=1 d=1 t=1202
yao 	要	c=4 d=1.63348 t=1205
yao qiu 	要求	c=1 d=1 t=904
yao qu 	要去	c=0 d=0.1 t=703
yao zi 	腰子	c=1 d=1 t=732
yao zuo de 	要做的	c=1 d=1 t=746
ye 	也	c=1 d=0.571209 t=1248
ye 	爺	c=1 d=1 t=689
ye hao 	也好	c=1 d=1 t=399
ye ke 	也可	c=1 d=0.337902 t=1248
ye mian 	頁面	c=1 d=0.786628 t=1248
ye neng 	也能	c=1 d=1 t=628
yi 	一	c=1 d=1 t=890
yi 	以	c=1 d=1 t=1049
yi 	億	c=1 d=1 t=955
yi ban 	一般	c=2 d=0.499074 t=1248
yi bi 	一筆	c=0 d=0.1 t=589
yi bi mei dong 	一筆沒動	c=1 d=1 t=590
yi ci 	一次	c=1 d=1 t=1009
yi ding 	一定	c=1 d=0.490628 t=601
yi dui 	一堆	c=0 d=0.1 t=833
yi fan 	一番	c=1 d=1 t=725
yi ge 	一個	c=3 d=1.09294 t=1248
yi ge ge 	一個個	c=1 d=1 t=883
yi ge ren 	一個人	c=1 d=1 t=1121
yi ji 	以及	c=4 d=1.49548 t=1235
yi ji 	遺蹟	c=1 d=1 t=761
yi qun 	一羣	c=2 d=0.477951 t=1248
yi shang 	以上	c=1 d=1 t=1160
yi sheng 	一生	c=1 d=1 t=1216
yi tian 	一天	c=2 d=1.69768 t=504
yi yang 	一樣	c=5 d=2.53127 t=1149
yi yi 	意義	c=2 d=2.06456 t=555
yi zhi 	一直	c=1 d=1 t=442
yi zhong 	一種	c=2 d=0.380983 t=1248
yin cang 	隱藏	c=1 d=0.1764 t=1248
yin dao 	引導	c=1 d=0.158025 t=1248
yin jian 	陰間	c=1 d=1 t=780
yin si 	隱私	c=1 d=0.327915 t=1248
yin wei 	因爲	c=3 d=1.59396 t=1080
ying li 	盈利	c=1 d=1.09418 t=981
ying wu 	鸚鵡	c=1 d=1 t=674
ying yu 	英語	c=1 d=1 t=482
yong 	用	c=3 d=1.03829 t=1248
yong bu liao 	用不了	c=1 d=1 t=878
yong de 	用的	c=1 d=1 t=660
yong guo 	用過	c=1 d=1 t=542
you 	又	c=1 d=1 t=500
you 	友	c=1 d=1 t=949
you 	有	c=6 d=1.14895 t=1248
you bu shi 	又不是	c=1 d=1 t=969
you de 	有的	c=2 d=1.94176 t=983
you sha 	有啥	c=2 d=0.392586 t=1248
you ti 	優題	c=1 d=1 t=768
you xi 	遊戲	c=7 d=1.97971 t=1248
you xiang 	郵箱	c=1 d=1 t=1030
yu yan 	語言	c=2 d=0.384812 t=1248
yuan 	員	c=0 d=0.1 t=1139
yuan lai shi 	原來是	c=1 d=1 t=779
yuan qi 	元氣	c=8 d=1.92536 t=1248
yuan zhuang 	原裝	c=1 d=0.697676 t=1248
za ban 	咋辦	c=1 d=0.298197 t=1248
za kai 	咋開	c=1 d=1 t=620
zai 	在	c=5 d=2.44004 t=1128
zai me 	在麼	c=3 d=1.63763 t=1248
zai na 	在哪	c=1 d=0.15259 t=1248
zai pai 	在拍	c=1 d=1 t=1008
zai ren he 	在任何	c=1 d=1 t=803
zai wang luo shang 	在網絡上	c=1 d=1 t=793
zai yi 	在意	c=3 d=0.387471 t=1248
zai yi dui 	在一堆	c=1 d=1 t=834
zao 	早	c=1 d=1 t=582
zei 	賊	c=2 d=1.25945 t=1248
zen me 	怎麼	c=1 d=1 t=652
zen me ban 	怎麼辦	c=1 d=1 t=1132
zhan 	站	c=3 d=1.02331 t=1248
zhang hao 	帳號	c=2 d=0.433874 t=1248
zhao 	找	c=1 d=0.900325 t=1248
zhao ji 	着急	c=1 d=1 t=445
zhao pian 	照片	c=1 d=1 t=778
zhao wo 	找我	c=1 d=1 t=869
zhe 	着	c=2 d=1.0476 t=1219
zhe 	這	c=10 d=1.60897 t=1248
zhe cai 	這才	c=1 d=1 t=958
zhe ci 	這次	c=1 d=1 t=1195
zhe ge 	這個	c=5 d=2.07222 t=1248
zhe ge le 	這個了	c=1 d=1 t=767
zhe jian shi 	這件事	c=1 d=1 t=940
zhe jiu 	這就	c=1 d=0.421052 t=1248
zhe jiu he 	這就和	c=1 d=1 t=1073
zhe li 	這裏	c=2 d=0.472117 t=1248
zhe me 	這麼	c=3 d=2.7142 t=604
zhe ne 	着呢	c=1 d=1 t=469
zhe qun 	這羣	c=1 d=0.612626 t=1248
zhe shi 	這是	c=1 d=0.856415 t=1248
zhe shi ge 	這是個	c=1 d=1 t=415
zhe teng 	折騰	c=1 d=1 t=663
zhe xie 	這些	c=0 d=0.1 t=1054
zhe yang 	這樣	c=4 d=3.28615 t=536
zhe ye 	這也	c=1 d=1 t=933
zhen de 	真的	c=3 d=0.308819 t=1248
zhen de di 	真的低	c=1 d=1 t=430
zhen zheng 	真正	c=1 d=0.241714 t=1248
zhi 	只	c=1 d=1 t=1048
zhi fu bao 	支付寶	c=1 d=1 t=1122
zhi hou 	之後	c=1 d=1 t=546
zhi hui xing 	智慧型	c=1 d=1 t=891
zhi jie 	直接	c=2 d=1.14227 t=782
zhi neng 	只能	c=1 d=0.301194 t=1248
zhi shi 	只是	c=4 d=1.1689 t=1248
zhi you 	只有	c=1 d=1 t=1120
zhi zhang 	智障	c=0 d=0.116041 t=884
zhi zhang de 	智障的	c=1 d=1 t=519
zhi zhang me 	智障麼	c=1 d=1 t=885
zhi zhong 	之中	c=1 d=1 t=1237
zhong 	中	c=1 d=1 t=836
zhong guo 	中國	c=1 d=1 t=1077
zhong kao 	中考	c=2 d=0.973517 t=1248
zhong shen 	終身	c=1 d=1 t=1206
zhong wu 	中午	c=1 d=1 t=1115
zhong xin 	重心	c=2 d=1.956 t=988
zhu 	主	c=1 d=1 t=1154
zhu shou 	助手	c=1 d=0.212711 t=1248
zhu ti 	主題	c=1 d=0.427415 t=1248
zhu yao shi 	主要是	c=1 d=1 t=644
zhuan qian 	賺錢	c=3 d=2.66951 t=1050
zhuan sheng 	轉生	c=3 d=1.13882 t=1248
zhuan ye 	專業	c=1 d=1 t=915
zhuang tai 	狀態	c=1 d=1 t=1091
zi 	字	c=4 d=2.63248 t=1035
zi 	自	c=1 d=0.45612 t=1248
zi dong 	自動	c=1 d=0.293758 t=1248
zi ji 	自己	c=3 d=1.14632 t=1220
zi jin 	資金	c=1 d=1 t=721
zi ran 	自然	c=1 d=1 t=991
zong su 	宗素	c=3 d=2.07867 t=871
zong you 	總有	c=1 d=1 t=810
zou le 	走了	c=1 d=1 t=545
zui 	最	c=0 d=0.0321422 t=1248
zui hao 	最好	c=1 d=1 t=1000
zui qi ma 	最起碼	c=2 d=0.652593 t=1248
zuo 	做	c=4 d=2.86118 t=734
zuo 	坐	c=1 d=0.70822 t=1248
zuo 	座	c=1 d=0.71177 t=1248
zuo da zuo qiang 	做大做強	c=1 d=1 t=723
zuo de 	做的	c=4 d=1.72047 t=899
zuo hao 	做好	c=1 d=1 t=929
zuo le 	做了	c=1 d=1 t=636
zuo shang jiao 	左上角	c=1 d=0.733447 t=1248
zuo shi 	做事	c=2 d=0.729789 t=1248
zuo ye 	作業	c=3 d=1.17127 t=1125
zuo you 	左右	c=1 d=1 t=485
