# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.7.3
#@/tick	15434
#@/user_id	1085ee9c-96fc-4189-a383-8ffdddf6a4c9
li xiang 	理想	c=1 d=5.12231e-13 t=15434
li xing 	理性	c=1 d=0.024972 t=15434
li yi 	利益	c=1 d=1 t=12233
li yong 	利用	c=3 d=0.0769192 t=15434
li you 	理由	c=2 d=2.90951e-05 t=15434
li zhi 	立志	c=1 d=5.23843e-12 t=15434
li zi 	例子	c=1 d=8.51391e-20 t=15434
lia 	倆	c=2 d=0.0096577 t=15434
lian 	戀	c=5 d=0.000370722 t=15434
lian 	練	c=1 d=1 t=14669
lian 	臉	c=1 d=0.0359725 t=15434
lian 	連	c=6 d=0.0309618 t=15434
lian ai 	戀愛	c=3 d=7.88184e-19 t=15434
lian bang 	聯邦	c=0 d=0.1 t=2145
lian bu shang 	連不上	c=1 d=1 t=4993
lian cheng 	煉成	c=1 d=1 t=9609
lian dao 	鐮刀	c=1 d=1 t=8253
lian dong 	聯動	c=1 d=3.24366e-20 t=15434
lian dou shi 	臉鬥士	c=1 d=0.0992613 t=15434
lian ge 	連個	c=1 d=1 t=11145
lian jie 	鏈接	c=8 d=0.778801 t=15434
lian jie zhi 	連接至	c=1 d=1 t=439
lian meng 	聯盟	c=1 d=1 t=6269
lian ni 	連你	c=1 d=1.09005 t=11266
lian ni ye 	連你也	c=1 d=1 t=11267
lian se 	臉色	c=1 d=0.628135 t=15434
lian shou 	練手	c=1 d=4.38981e-21 t=15434
lian tong 	聯通	c=1 d=1 t=4182
lian wo 	連我	c=1 d=4.7203e-22 t=15434
lian xi 	聯繫	c=1 d=2.00058e-11 t=15434
lian xi ce 	練習冊	c=1 d=1 t=10474
lian xi ren 	聯繫人	c=2 d=3.84722e-20 t=15434
lian xiang 	聯想	c=1 d=2.63651e-23 t=15434
lian yi kuai 	連一塊	c=1 d=5.44276e-21 t=15434
lian zi 	練字	c=2 d=1.55711 t=7539
liang 	兩	c=2 d=0.349938 t=15434
liang 	良	c=1 d=0.0209629 t=15434
liang 	量	c=2 d=1.0542 t=4299
liang ban 	兩半	c=1 d=1 t=14168
liang ban 	涼拌	c=1 d=1 t=95
liang cai 	涼菜	c=0 d=0.1 t=3174
liang cai 	良材	c=0 d=0.1 t=10000
liang ci 	兩次	c=1 d=5.40347e-24 t=15434
liang ci 	量詞	c=1 d=1 t=4302
liang dian 	兩點	c=1 d=7.88932e-06 t=15434
liang du 	亮度	c=2 d=1.2476 t=2498
liang du 	量度	c=1 d=1 t=2699
liang ge 	兩個	c=4 d=0.000311226 t=15434
liang ge ren 	兩個人	c=1 d=3.89143e-15 t=15434
liang hua 	量化	c=1 d=1 t=7006
liang mian bao 	良麪包	c=1 d=9.2136e-08 t=15434
liang qian duo 	兩千多	c=1 d=2.87638e-18 t=15434
liang ren 	兩人	c=1 d=8.87827e-13 t=15434
liang tian 	兩天	c=4 d=0.094719 t=15434
liang wu 	涼屋	c=2 d=2.41295e-10 t=15434
liang xiang 	亮相	c=0 d=0.1 t=4060
liang xiang 	良鄉	c=3 d=1.99501 t=9612
liang xiang yi yuan 	亮相醫院	c=1 d=1 t=4061
liang zhe 	兩者	c=1 d=1 t=12368
liao 	了	c=0 d=0.1 t=8592
liao 	聊	c=2 d=1 t=14352
liao dao 	聊到	c=0 d=0.1 t=12432
liao dao zhe 	聊到這	c=1 d=1 t=12433
liao hui 	聊會	c=3 d=1.05312 t=10111
liao hui tian 	聊會天	c=2 d=1.17552 t=10286
liao ji 	僚機	c=1 d=4.29178e-20 t=15434
liao jie 	瞭解	c=14 d=0.881388 t=15434
liao jiu 	聊久	c=1 d=1 t=12902
liao liao 	聊聊	c=2 d=5.99963e-11 t=15434
liao liao tian 	聊聊天	c=1 d=1 t=4626
liao tian 	聊天	c=10 d=0.316637 t=15434
lie biao 	列表	c=6 d=0.0845849 t=15434
lie yan 	烈焰	c=0 d=0.1 t=3755
lie yan bang 	烈焰棒	c=1 d=1 t=3756
lin 	林	c=3 d=0.350417 t=15434
lin 	淋	c=1 d=1.53063e-08 t=15434
lin biao 	林彪	c=1 d=1 t=8143
lin ju 	鄰居	c=1 d=1 t=6431
lin liang cai 	林涼菜	c=1 d=1 t=3175
lin liang cai 	林良材	c=2 d=1.99501 t=10002
ling 	另	c=1 d=3.17176e-21 t=15434
ling 	零	c=1 d=1 t=10094
ling 	靈	c=1 d=4.67826e-05 t=15434
ling dao zhe 	領導者	c=1 d=1 t=14811
ling dian 	零點	c=1 d=1 t=15179
ling fei 	靈妃	c=0 d=0.1 t=12157
ling hun 	靈魂	c=2 d=1.90484 t=2757
ling long 	靈龍	c=4 d=1.78501e-11 t=15434
ling san 	零散	c=1 d=0.104874 t=15434
ling sheng 	鈴聲	c=1 d=1.94581e-08 t=15434
ling sui 	零碎	c=1 d=1 t=14404
ling wai 	另外	c=1 d=3.06215e-19 t=15434
ling yi fang mian 	另一方面	c=4 d=1.5865 t=13675
ling yi ge 	另一個	c=2 d=1.5066e-11 t=15434
ling yi tai 	另一臺	c=1 d=4.45085e-07 t=15434
ling yi zhong 	另一種	c=1 d=1.11396e-05 t=15434
ling yu 	領域	c=3 d=1.04372 t=2481
liu 	六	c=2 d=1.14515 t=7406
liu 	劉	c=2 d=1 t=15364
liu chang 	流暢	c=2 d=1 t=9671
liu cheng 	流程	c=2 d=1 t=9672
liu han 	流汗	c=0 d=0.1 t=5555
liu han huang dou 	流汗黃豆	c=1 d=1 t=5556
liu lan 	瀏覽	c=1 d=0.163654 t=15434
liu lan qi 	瀏覽器	c=3 d=8.87524e-09 t=15434
liu lian 	榴槤	c=1 d=8.46137e-06 t=15434
liu liang 	流量	c=2 d=2.7206e-10 t=15434
liu mang 	流氓	c=1 d=1.09813e-13 t=15434
liu xia 	留下	c=1 d=1.14019e-14 t=15434
liu xie 	流血	c=0 d=0.298506 t=1805
liu xie hao 	流血好	c=1 d=1 t=1804
liu xie miao 	流血秒	c=1 d=1 t=1805
liu xing 	流行	c=1 d=6.24132e-14 t=15434
liu xue 	留學	c=1 d=1 t=3834
liu xue sheng 	留學生	c=1 d=1 t=3818
liu yan 	留言	c=1 d=1 t=5653
liu zai 	留在	c=1 d=3.8707e-11 t=15434
long 	龍	c=2 d=1.77105 t=589
long duan 	壟斷	c=2 d=1.00004 t=4764
long yan 	龍巖	c=0 d=0.1 t=6305
lou ge 	漏個	c=1 d=1 t=7653
lou wang 	漏網	c=4 d=2.03066 t=1022
lou ye 	漏夜	c=1 d=1 t=4480
lou zhu 	樓主	c=1 d=8.07915e-21 t=15434
lu 	盧	c=2 d=1.9802 t=15236
lu 	路	c=4 d=1 t=15405
lu 	錄	c=2 d=5.9835e-11 t=15434
lu ge 	錄個	c=1 d=2.99275e-14 t=15434
lu jing 	路徑	c=2 d=1.97531 t=409
lu ren 	路人	c=1 d=1 t=12535
lu shang 	路上	c=1 d=8.92732e-19 t=15434
lu xia 	錄下	c=0 d=0.1 t=6161
lu xia shi pin 	錄下視頻	c=1 d=1 t=6162
lu xun 	魯迅	c=2 d=0.0119742 t=15434
lu yin 	錄音	c=4 d=0.0916297 t=15434
lu you 	路由	c=2 d=2.15676e-13 t=15434
lu you qi 	路由器	c=5 d=1 t=15433
lu zhi 	滷汁	c=1 d=5.56519e-18 t=15434
lu zhi 	錄製	c=2 d=5.60137e-18 t=15434
luan 	亂	c=2 d=1.95123 t=14041
luan le 	亂了	c=1 d=4.1556e-23 t=15434
luan ma 	亂碼	c=2 d=6.10401e-17 t=15434
luan nao 	亂鬧	c=1 d=1 t=6041
luan pao 	亂跑	c=1 d=1 t=6040
luan yong 	卵用	c=3 d=1 t=15279
lun 	論	c=3 d=1.06318 t=2483
lun dian 	論點	c=1 d=1 t=12439
lun tan 	論壇	c=3 d=0.00096344 t=15434
lun wang 	淪亡	c=1 d=0.000131041 t=15434
lun wen 	論文	c=1 d=1.0069e-22 t=15434
lun yu 	論語	c=2 d=1.99501 t=8301
luo 	羅	c=12 d=0.847894 t=15434
luo ben 	裸奔	c=2 d=5.40071e-24 t=15434
luo ji 	邏輯	c=4 d=0.0268028 t=15434
luo li 	蘿莉	c=32 d=7.49915 t=15434
luo ma 	羅馬	c=1 d=1 t=5596
luo si fu 	羅斯福	c=1 d=1 t=15403
luo ti 	裸體	c=7 d=3.74282e-23 t=15434
luo ti de 	裸體的	c=1 d=2.00781e-24 t=15434
luo xiao hei 	羅小黑	c=1 d=0.460704 t=15434
luo yong 	羅永	c=1 d=1.04258e-20 t=15434
luo yong hao 	羅永浩	c=2 d=7.05599e-10 t=15434
lv 	呂	c=1 d=1 t=2717
lv 	率	c=2 d=5.71695e-11 t=15434
lv ba 	綠壩	c=1 d=3.54611e-10 t=15434
lv ling 	律令	c=1 d=1 t=1920
lv xing 	旅行	c=1 d=1 t=3505
ma 	嗎	c=5 d=1.69144 t=4695
ma 	嘛	c=12 d=0.788728 t=15434
ma 	媽	c=3 d=0.00130714 t=15434
ma 	碼	c=1 d=1 t=5760
ma 	罵	c=10 d=1.0036 t=14319
ma 	馬	c=2 d=0.0632918 t=15434
ma bi 	麻痹	c=6 d=0.000107992 t=15434
ma de 	媽的	c=1 d=1 t=10953
ma de 	罵得	c=1 d=1 t=3178
ma fa 	嘛發	c=1 d=1 t=9315
ma fan 	麻煩	c=12 d=0.806541 t=15434
ma fan de 	麻煩的	c=1 d=2.14155e-18 t=15434
ma fan le 	麻煩了	c=1 d=1.44621e-17 t=15434
ma fan me 	麻煩麼	c=1 d=1 t=8859
ma ge 	罵個	c=1 d=1.06567e-13 t=15434
ma ke 	馬克	c=1 d=1 t=4340
ma ke si 	馬克思	c=1 d=0.242926 t=15434
ma ke si zhu yi 	馬克思主義	c=1 d=1 t=15420
ma lu 	馬路	c=1 d=1 t=7128
ma ma 	媽媽	c=4 d=0.969107 t=15434
ma ni 	罵你	c=5 d=2.4575 t=12004
ma qi lai 	罵起來	c=1 d=3.6084e-09 t=15434
ma ren 	罵人	c=3 d=1 t=12196
ma shang 	馬上	c=2 d=1 t=5672
ma ta 	罵他	c=1 d=1 t=11671
ma wo 	罵我	c=5 d=1.00064 t=11634
ma zhe ma ne 	罵這罵呢	c=1 d=1 t=12074
mai 	買	c=10 d=1.21613 t=15434
mai 	賣	c=2 d=3.27996e-17 t=15434
mai bu qi 	買不起	c=3 d=8.05398e-18 t=15434
mai dang lao 	麥當勞	c=1 d=0.299692 t=15434
mai de 	賣的	c=1 d=1 t=2228
mai de qi 	買得起	c=1 d=1 t=5190
mai e 	賣惡	c=0 d=0.1 t=7761
mai ge 	買個	c=3 d=6.43537e-08 t=15434
mai gei 	賣給	c=2 d=0.0742736 t=15434
mai gua 	買瓜	c=1 d=1 t=4019
mai guo 	買過	c=1 d=1.90761e-10 t=15434
mai ke 	麥克	c=1 d=1 t=5045
mai ke feng 	麥克風	c=4 d=1 t=11185
mai kuan feng 	麥款風	c=1 d=1 t=5971
mai le 	買了	c=2 d=2.90232e-06 t=15434
mai le 	賣了	c=1 d=2.33155e-18 t=15434
mai le de 	買了的	c=1 d=1 t=1607
mai le ge 	買了個	c=1 d=2.05297e-21 t=15434
mai wan 	買完	c=1 d=1 t=5155
mai yi 	買一	c=0 d=0.057695 t=15434
man 	慢	c=0 d=7.41701e-16 t=15434
man 	曼	c=6 d=0.1 t=15261
man fen 	滿分	c=1 d=1 t=10820
man hua 	漫畫	c=2 d=1.6998e-06 t=15434
man man 	慢慢	c=5 d=0.00615802 t=15434
man man lai 	慢慢來	c=1 d=2.14637e-15 t=15434
man na 	曼那	c=1 d=1 t=10255
mang mu 	盲目	c=5 d=3.24921 t=1850
mang ran 	茫然	c=1 d=1 t=7149
mao 	毛	c=3 d=0.000930303 t=15434
mao 	貓	c=2 d=1 t=9734
mao dun 	矛盾	c=0 d=0.1 t=1570
mao ge pao 	冒個泡	c=1 d=1.74764e-09 t=15434
mao mao 	貓貓	c=3 d=1.08789 t=2958
mao qian 	毛錢	c=0 d=1.00707e-25 t=15434
mao si 	貌似	c=6 d=0.000571306 t=15434
mao tou 	矛頭	c=1 d=2.5175e-09 t=15434
mao xian 	冒險	c=1 d=1 t=159
mao ze dong 	毛澤東	c=1 d=1 t=7026
mao zhu xi 	毛主席	c=2 d=1.98511 t=8127
mao zi 	毛子	c=1 d=5.03217e-10 t=15434
me 	麼	c=104 d=1.65347 t=15434
me you 	麼有	c=1 d=1 t=13993
mei 	沒	c=58 d=1.55427 t=15434
mei 	美	c=2 d=0.472367 t=15434
mei ban fa 	沒辦法	c=1 d=9.74117e-16 t=15434
mei bei 	沒被	c=0 d=0.1 t=11985
mei bi yao 	沒必要	c=1 d=6.18237e-20 t=15434
mei bian 	沒變	c=1 d=1 t=862
mei ci 	每次	c=4 d=0.116484 t=15434
mei cun 	沒存	c=1 d=1 t=4596
mei cuo 	沒錯	c=2 d=1.2849e-08 t=15434
mei dian 	沒電	c=2 d=1 t=8727
mei dong 	沒動	c=0 d=0.0037068 t=15434
mei dong 	沒懂	c=1 d=1 t=11224
mei duo nan 	沒多難	c=1 d=1 t=6600
mei fa 	沒法	c=3 d=0.130029 t=15434
mei gan 	沒幹	c=2 d=0.160831 t=15434
mei ge 	每個	c=2 d=9.46807e-05 t=15434
mei ge ren 	每個人	c=2 d=2.76077e-06 t=15434
mei gen shang 	沒跟上	c=1 d=1 t=5997
mei gu 	媚骨	c=1 d=1 t=3583
mei guan xi 	沒關係	c=2 d=1.29424e-05 t=15434
mei guo 	美國	c=4 d=1 t=14552
mei ha 	沒哈	c=1 d=4.78008e-23 t=15434
mei hao 	美好	c=1 d=1 t=3994
mei hui 	沒回	c=0 d=0.1 t=8635
mei ji 	每集	c=1 d=0.110251 t=15434
mei ji ge 	沒幾個	c=1 d=6.35637e-23 t=15434
mei ju 	枚舉	c=1 d=1 t=2891
mei kan 	沒看	c=1 d=6.83428e-18 t=15434
mei kan guo 	沒看過	c=1 d=2.86252e-20 t=15434
mei lai guo 	沒來過	c=1 d=0.0652193 t=15434
mei le 	沒了	c=6 d=6.04807e-08 t=15434
mei li 	梅里	c=0 d=6.04534e-22 t=15434
mei li hao 	梅里號	c=1 d=6.07564e-21 t=15434
mei lu 	沒錄	c=1 d=1 t=8396
mei nan du 	沒難度	c=1 d=2.32592e-19 t=15434
mei ne 	沒呢	c=2 d=1 t=4974
mei neng li 	沒能力	c=1 d=9.22458e-22 t=15434
mei quan xian 	沒權限	c=1 d=1 t=3570
mei ren 	每人	c=2 d=6.19205e-09 t=15434
mei ren 	沒人	c=16 d=0.511709 t=15434
mei ren ma 	沒人罵	c=1 d=1 t=3177
mei ri 	每日	c=3 d=1.00013 t=7047
mei sha 	沒啥	c=5 d=4.14296e-08 t=15434
mei sha yong 	沒啥用	c=2 d=4.56586e-13 t=15434
mei shang 	沒上	c=1 d=1 t=15082
mei shen me 	沒什麼	c=2 d=0.00790705 t=15434
mei shi 	沒事	c=23 d=0.537321 t=15434
mei shi gan 	沒事幹	c=1 d=1 t=10849
mei shi le 	沒事了	c=2 d=0.0746459 t=15434
mei shuo 	沒說	c=0 d=0.0109701 t=15434
mei si 	沒死	c=2 d=3.33379e-11 t=15434
mei suo bu da mi ya 	美索不達米亞	c=1 d=1 t=2720
mei ti 	媒體	c=1 d=1 t=436
mei tian 	每天	c=7 d=0.229925 t=15434
mei tiao 	每條	c=1 d=6.33888e-20 t=15434
mei ting 	沒聽	c=2 d=1.64404 t=9953
mei tou 	眉頭	c=1 d=7.28276e-06 t=15434
mei wang 	沒往	c=1 d=1 t=7091
mei wen 	美文	c=0 d=0.1 t=5568
mei wen ti 	沒問題	c=2 d=0.453845 t=15434
mei wen ti ba 	美文提拔	c=1 d=1 t=5569
mei wen ti de 	沒問題的	c=2 d=9.01091e-11 t=15434
mei xia 	沒下	c=1 d=0.371577 t=15434
mei yan 	美顏	c=1 d=1 t=1578
mei yi 	每一	c=1 d=1 t=7996
mei yi ge 	沒一個	c=1 d=1 t=10433
mei yi yi 	沒意義	c=2 d=0.0265162 t=15434
mei yong 	沒用	c=4 d=1 t=9986
mei you 	沒有	c=49 d=0.14534 t=15434
mei yuan 	美元	c=5 d=2.64983 t=8238
mei yue 	每月	c=2 d=5.37361e-10 t=15434
mei zhao dao 	沒找到	c=1 d=1 t=9237
mei zhou 	每週	c=1 d=1 t=5306
mei zuo 	沒做	c=0 d=0.014808 t=15434
mei zuo yong 	沒作用	c=1 d=1 t=4191
men 	們	c=15 d=0.442639 t=15434
men 	門	c=7 d=1.00274 t=8608
men le 	門了	c=1 d=1.18959e-13 t=15434
men zhe 	們這	c=1 d=1 t=15206
meng 	夢	c=4 d=0.00120052 t=15434
meng huan 	夢幻	c=1 d=3.22748e-20 t=15434
meng jian 	夢見	c=1 d=8.86439e-24 t=15434
meng jing 	夢境	c=0 d=0.1 t=15420
meng jing ban 	夢境版	c=1 d=1 t=15421
meng mei 	夢寐	c=1 d=3.08494e-18 t=15434
meng niang 	萌娘	c=4 d=1 t=15138
meng xiang 	夢想	c=1 d=5.08361e-12 t=15434
mi 	米	c=4 d=2.88431e-21 t=15434
mi hou tao 	獼猴桃	c=1 d=0.318224 t=15434
mi liao 	米聊	c=1 d=1 t=2558
mi ma 	密碼	c=8 d=0.0865022 t=15434
mi mi 	祕密	c=0 d=0.1 t=7559
mi mi hua yuan 	祕密花園	c=1 d=1 t=7560
mi ni 	迷你	c=1 d=5.73077e-16 t=15434
mi ni shi jie 	迷你世界	c=1 d=5.45407e-16 t=15434
mi yao 	密鑰	c=1 d=1 t=2008
mi yu 	謎語	c=4 d=2.7952 t=13704
mi yu le 	謎語了	c=1 d=1 t=13023
mi yu ren 	謎語人	c=1 d=1 t=7963
mian 	麪	c=1 d=3.62711e-11 t=15434
mian bao 	麪包	c=0 d=9.16765e-09 t=15434
mian dui 	面對	c=1 d=1 t=12729
mian fei 	免費	c=6 d=1.10149e-08 t=15434
mian fei de 	免費的	c=1 d=1 t=8851
mian fei o 	免費哦	c=1 d=2.78321e-13 t=15434
mian ji 	面積	c=2 d=1.00026 t=3047
mian jin 	麪筋	c=0 d=0.1 t=7487
mian jin ge 	麪筋哥	c=1 d=1 t=7488
mian ju 	面具	c=4 d=3.91151 t=3056
mian mian 	面面	c=2 d=4.57993e-05 t=15434
mian qian 	面前	c=1 d=3.31031e-24 t=15434
mian tan 	免談	c=1 d=1 t=11343
mian xiang 	面向	c=2 d=1.00002 t=3549
miao 	秒	c=2 d=1 t=11741
miao shu 	描述	c=7 d=2.09772 t=14023
miao shu wan 	描述玩	c=1 d=1 t=12893
mie 	咩	c=1 d=0.0658748 t=15434
mie 	滅	c=1 d=0.844532 t=2549
mie wang 	滅亡	c=1 d=1 t=47
ming 	名	c=2 d=0.535261 t=15434
ming 	明	c=3 d=3.28362e-17 t=15434
ming bai 	明白	c=1 d=2.53796e-16 t=15434
ming cheng 	名稱	c=5 d=3.98786 t=1245
ming ling 	命令	c=8 d=4.33936e-19 t=15434
ming ling 	明令	c=1 d=6.70548e-05 t=15434
ming ling hang 	命令行	c=1 d=1 t=395
ming ling ti shi 	命令提示	c=2 d=1.99501 t=4212
ming ming 	明明	c=3 d=2.48086e-13 t=15434
ming ming dou 	明明都	c=1 d=2.53839e-18 t=15434
ming ming sha 	明明啥	c=1 d=4.34687e-23 t=15434
ming que 	明確	c=1 d=3.93188e-19 t=15434
ming tian 	明天	c=7 d=0.247833 t=15434
ming xie 	鳴謝	c=1 d=1 t=2496
ming xing 	明星	c=1 d=2.92691e-17 t=15434
ming yi shang 	名義上	c=1 d=1 t=10738
ming yun 	命運	c=3 d=0.0098528 t=15434
ming zhi 	明知	c=1 d=1.40251e-09 t=15434
ming zhi gu wen 	明知故問	c=1 d=1.40954e-09 t=15434
ming zi 	名字	c=5 d=0.000229589 t=15434
ming zi de 	名字的	c=1 d=4.58001e-20 t=15434
ming zi shi 	名字是	c=1 d=0.109187 t=1090
ming zuo 	名作	c=1 d=1.81865e-07 t=15434
mo 	摸	c=2 d=1 t=14419
mo 	末	c=1 d=0.860708 t=15434
mo 	沫	c=1 d=1 t=2165
mo 	磨	c=1 d=1.08927e-06 t=15434
mo 	莫	c=0 d=9.26609e-17 t=15434
mo ca 	摩擦	c=1 d=9.4565e-20 t=15434
mo dao 	磨刀	c=1 d=0.29671 t=15434
mo dao 	魔道	c=3 d=0.09472 t=15434
mo di 	莫第	c=1 d=0.109154 t=15434
mo fa 	魔法	c=3 d=1.47799e-08 t=15434
mo fang 	模仿	c=3 d=2.98012 t=3262
mo fang 	魔方	c=1 d=2.66763e-14 t=15434
mo hu 	模糊	c=1 d=1 t=4246
mo kuai 	模塊	c=3 d=0.0547488 t=15434
mo ming 	莫名	c=11 d=0.242321 t=15434
mo ming qi miao 	莫名其妙	c=2 d=5.06366e-23 t=15434
mo mo 	摸摸	c=0 d=0.1 t=3053
mo mo tou 	摸摸頭	c=1 d=1 t=3054
mo ni 	模擬	c=1 d=1 t=122
mo ni qi 	模擬器	c=2 d=1 t=8899
mo qi 	默契	c=1 d=1 t=11578
mo ren 	默認	c=1 d=1 t=52
mo ri 	末日	c=2 d=6.22859e-12 t=15434
mo sheng 	陌生	c=1 d=0.2334 t=15434
mo sheng ren 	陌生人	c=2 d=0.00323098 t=15434
mo shi 	模式	c=4 d=0.0645703 t=15434
mo si 	摩絲	c=1 d=1 t=1265
mo wen ti 	莫問題	c=1 d=9.31254e-16 t=15434
mo yang 	模樣	c=1 d=1 t=14488
mo yu 	摸魚	c=5 d=1.18918 t=15290
mo zheng 	魔怔	c=1 d=1.00001 t=11574
mo zheng ren 	魔怔人	c=1 d=1 t=9606
mou 	某	c=4 d=0.000478464 t=15434
mou ge 	某個	c=3 d=1.00032 t=14284
mou shi 	某事	c=1 d=1 t=13876
mou xie 	某些	c=2 d=0.0124007 t=15434
mou zhong 	某種	c=5 d=0.00328655 t=15434
mu 	母	c=2 d=1.956 t=12866
mu 	目	c=3 d=2.88886 t=15130
mu biao 	目標	c=1 d=1.22836e-08 t=15434
mu di 	目的	c=6 d=0.292724 t=15434
mu di de 	目的的	c=1 d=0.375311 t=15434
mu lu 	目錄	c=4 d=4.89442e-07 t=15434
mu lu shi 	目錄是	c=1 d=1 t=5807
mu lu xia 	目錄下	c=1 d=1 t=5618
mu nai 	牧乃	c=1 d=1 t=7436
mu qian 	目前	c=1 d=0.299692 t=15434
na 	吶	c=2 d=1 t=4030
na 	哪	c=0 d=0.1 t=5601
na 	娜	c=1 d=1 t=6633
na 	拿	c=2 d=0.166127 t=15434
na 	納	c=1 d=1 t=14842
na 	那	c=21 d=0.0010885 t=15434
na ci 	那次	c=2 d=1.00001 t=13061
na cui 	納粹	c=1 d=5.24841e-05 t=15434
na dao 	拿到	c=1 d=4.48398e-06 t=15434
na dao shi 	那倒是	c=2 d=1.20856e-15 t=15434
na dou 	那都	c=1 d=4.07124e-17 t=15434
na duan 	那段	c=1 d=1 t=13456
na ge 	拿個	c=1 d=0.292293 t=15434
na ge 	那個	c=22 d=0.687289 t=15434
na ge dui 	那個對	c=1 d=0.0102549 t=15434
na ge hao 	哪個好	c=1 d=1 t=114
na ge ren 	那個人	c=1 d=1 t=14257
na ge shi hou 	那個時候	c=1 d=1 t=12756
na hai 	那還	c=0 d=0.1 t=8593
na hai shi 	那還是	c=1 d=1 t=8594
na ji ge 	那幾個	c=1 d=1 t=4795
na jiao 	那叫	c=0 d=0.1 t=1789
na jiao ge sha 	那叫個啥	c=1 d=1 t=1790
na jiu 	那就	c=3 d=1.00001 t=14301
na kuai 	那塊	c=1 d=5.49559e-17 t=15434
na lai de 	哪來的	c=3 d=2.26038 t=2528
na le 	拿了	c=1 d=1 t=4709
na le 	那了	c=1 d=1 t=8976
na li 	哪裏	c=4 d=1 t=8464
na li 	那裏	c=3 d=0.000367912 t=15434
na me 	那麼	c=17 d=0.0175173 t=15434
na mei 	那沒	c=3 d=0.0155297 t=15434
na mei 	那美	c=5 d=1 t=7992
na mei shi le 	哪沒事了	c=2 d=1.00003 t=7698
na ni 	拿你	c=1 d=1 t=12027
na ni 	那你	c=2 d=1.51788e-05 t=15434
na ni shi 	那你是	c=1 d=7.45039e-09 t=15434
na ni xian zai 	那你現在	c=1 d=1 t=10614
na ni zai 	那你在	c=1 d=1 t=13067
na qu 	哪去	c=1 d=1 t=1341
na qun 	那羣	c=4 d=1.01765 t=14362
na qun ren 	那羣人	c=1 d=1 t=12096
na sha 	那啥	c=1 d=1.85186e-14 t=15434
na shen me 	拿什麼	c=2 d=1.82696 t=3916
na shi 	那是	c=3 d=1.65783e-06 t=15434
na shi bu shi 	那是不是	c=1 d=1 t=9007
na shi hou 	那時候	c=2 d=4.91816e-05 t=15434
na ta 	那他	c=1 d=5.69522e-25 t=15434
na tian 	那天	c=2 d=1.40252 t=13230
na tou 	拿頭	c=1 d=1.03971e-17 t=15434
na wei 	那位	c=2 d=1.00014 t=5345
na wo 	拿我	c=1 d=1 t=13568
na wo 	那我	c=1 d=1.6687e-24 t=15434
na xie 	那些	c=1 d=2.43215e-15 t=15434
na yang 	那樣	c=1 d=0.109701 t=15434
na ye 	那也	c=2 d=5.42225e-06 t=15434
na yi ge 	哪一個	c=2 d=1.00027 t=14012
na zhang 	那張	c=1 d=0.666977 t=15434
na zhe 	拿着	c=1 d=3.06642e-06 t=15434
na zhong 	那種	c=4 d=0.00226027 t=15434
na zhong ren 	那種人	c=1 d=1 t=12161
nai 	耐	c=1 d=1 t=14844
nai cha 	奶茶	c=1 d=1 t=3526
nai er 	乃爾	c=0 d=0.1 t=8179
nai er wei 	乃爾爲	c=1 d=1 t=8180
nan 	南	c=1 d=1 t=2704
nan 	男	c=4 d=7.44701e-05 t=15434
nan 	難	c=3 d=0.579842 t=15434
nan ba 	難八	c=1 d=1 t=10730
nan bu cheng 	難不成	c=2 d=1.64642e-13 t=15434
nan dao 	難倒	c=1 d=1 t=471
nan dao 	難道	c=1 d=5.55951e-06 t=15434
nan de 	難得	c=1 d=1.06561 t=5994
nan de 	難的	c=2 d=0.562705 t=15434
nan de me 	難得麼	c=1 d=1 t=5995
nan de shi 	難的事	c=1 d=1.74011e-17 t=15434
nan du 	難度	c=0 d=2.31432e-20 t=15434
nan kan 	難看	c=1 d=0.0026852 t=15434
nan nan 	喃喃	c=1 d=1 t=5020
nan nan 	男男	c=1 d=1 t=5032
nan nv 	男女	c=1 d=3.77449e-09 t=15434
nan qiao 	南橋	c=1 d=4.50094e-21 t=15434
nan ren 	男人	c=1 d=0.640824 t=15434
nan sheng 	男生	c=3 d=3.43408e-09 t=15434
nan shou 	難受	c=16 d=0.170269 t=15434
nan yi 	難以	c=2 d=1.95807e-24 t=15434
nao 	腦	c=0 d=5.34425e-13 t=15434
nao bu 	腦部	c=1 d=2.09701e-06 t=15434
nao dai 	腦袋	c=1 d=0.00245409 t=15434
nao de 	鬧得	c=1 d=1 t=6048
nao dong 	腦洞	c=1 d=0.00246639 t=15434
nao du zi 	鬧肚子	c=1 d=1.46149e-23 t=15434
nao rong liang 	腦容量	c=3 d=1.86978e-11 t=15434
nao sui 	腦髓	c=1 d=3.77642e-15 t=15434
nao xue 	腦血	c=1 d=8.93978e-06 t=15434
nao zi 	腦子	c=3 d=2.26813e-17 t=15434
nao zi li 	腦子裏	c=0 d=0.1 t=13885
ne 	呢	c=30 d=0.259818 t=15434
ne ge 	呢個	c=2 d=4.43322e-19 t=15434
ne jiu 	呢就	c=1 d=0.177284 t=15434
ne me 	呢麼	c=3 d=1.17445 t=15434
ne me duo le 	呢麼多了	c=1 d=0.179964 t=15434
ne shi hou 	呢時候	c=1 d=9.45489e-18 t=15434
ne yi wu 	呢義務	c=1 d=1 t=8114
ne zhang 	呢張	c=2 d=0.0948935 t=15434
